Symbol,Name,Sector,Price,PERatio,Price_Earnings,Dividend_Yield,52_Week_Low,52_Week_High,Market_Cap,EBITDA,Price_Sales,PBRatio,ROE,CurrentRatio,debtToEquity,interestcoverageratio,netincome,epsgrowth,longtermdebt,shareholderequity,Flag1,Flag2,Flag3,Flag4,Flag5,Flag6,Flag7,Flag8,Graham_Number,QualityRating
TRIP,TripAdvisor,Consumer Discretionary,40.05,35.98,58.04,0,53.29,29.5,5700998508,234000000,4.5925775,5.06,7.97,2.33,5.64,24.91666667,-113000000,7.0517,83000000,1470000000,1,1,1,0,0,0,1,1,81.2887077,
FOXA,Twenty-First Century Fox Class A,Consumer Discretionary,34.56,13.79,17.81,0.9983361,39.135,24.81,44027094922,5280000000,2.1080317,2.29,16.32,3.78,67.87,13.00492611,1640000000,-0.2713,6750000000,9950000000,1,0,0,1,1,1,1,1,30.29290759,
FOX,Twenty-First Century Fox Class B,Consumer Discretionary,34.09,13.79,17.57,1.0084034,38.56,24.3,66135313503,5280000000,3.1654842,2.29,16.32,3.78,67.87,13.00492611,1640000000,-0.2713,6750000000,9950000000,1,0,0,1,1,1,1,1,30.08810812,
TSN,Tyson Foods,Consumer Staples,73.92,15.88,13.92,1.6353229,84.65,57.2,26957526800,2521000000,0.93730986,2.17,15.04,1.3,84.73,8.74186551,2040000000,-0.3698,9830000000,14080000000,1,0,1,1,1,1,1,1,26.06998274,
USB,U.S. Bancorp,Financials,52.65,14.53,15.35,2.189781,58.5,49.535,90940115897,0,3.7773547,1.63,14.12,0.07,123.16,0,7090000000,0.1756,33259999999,51030000000,1,1,1,0,1,1,0,0,23.72680446,
UDR,UDR Inc,Real Estate,32.92,64.77,17.79,3.668639,40.71,33.31,9050154422,665141000,12.365829,3.82,7.09,0,124.07,0,221540000,0.6831,3380000000,2910000000,1,1,1,0,0,1,0,0,39.10307533,
ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,209.09,23.97,32.07,0,314.86,187.96,13300000127,1002093000,3.3779113,9.38,36.64,2.32,0,0,658560000,0.2195,0,1820000000,1,1,1,1,1,0,1,0,82.2701252,
UAA,Under Armour Class A,Consumer Discretionary,13.14,-182.55,32.05,0,23.46,11.4,5856913571,399277000,1.602308,3.93,-2.29,1.97,36.14,10.28640338,-46300000,0.0511,703830000,2020000000,1,1,0,0,0,1,1,1,53.2355262,
UA,Under Armour Class C,Consumer Discretionary,11.95,-182.55,29.15,0,21.805,10.36,5366628950,399277000,1.4738787,3.93,-2.29,1.97,36.14,10.28640338,-46300000,0.0511,703830000,2020000000,1,1,0,0,0,1,1,1,50.76995913,
UNP,Union Pacific,Industrials,124.86,21.74,22.06,2.062655,143.05,101.06,1.02E+11,10169000000,4.8605075,4.91,26.35,0.9,109.64,12.31034483,5970000000,-0.4076,20930000000,20420000000,1,0,1,1,1,1,0,1,49.36677526,
UAL,United Continental Holdings,Industrials,63.37,11.51,8.85,0,83.04,56.51,19363059152,5929000000,0.5020496,2.26,22.65,0.54,147.35,9.074355083,2130000000,0.0918,13350000000,10000000000,1,1,0,1,0,1,0,1,21.21373376,
UNH,United Health Group Inc.,Health Care,216.46,22.99,21.47,1.3284917,250.79,156.49,2.19E+11,17454000000,1.0903316,4.63,24.1,0.64,70.71,0,12380000000,0.137,34580000000,51700000000,1,1,1,1,1,1,0,0,47.29309939,
UPS,United Parcel Service,Industrials,109.28,21.33,18.27,2.9666696,135.53,102.12,96436356833,7919000000,1.4744618,27.7,238.3,1.15,752.6,16.22377622,4790000000,-0.0178,19930000000,3020000000,1,0,1,1,1,0,1,1,106.7088445,
URI,"United Rentals, Inc.",Industrials,161.99,11.99,16.33,0,189,100.621,14654954091,2760000000,2.1782618,2.41,33.68,0.83,345.2,7.671517672,1100000000,-0.1666,10840000000,3400000000,1,0,0,1,0,1,0,1,29.75725542,
UTX,United Technologies,Industrials,127.48,22.6,19.26,2.1216943,139.24,107.05,1.05E+11,10584000000,1.7324123,2.39,15.48,1.13,118.44,7.723577236,5650000000,0.1425,41190000000,38450000000,1,1,1,1,0,1,1,1,32.18239426,
UHS,"Universal Health Services, Inc.",Health Care,114.87,17.42,15.36,0.34153005,129.74,95.26,11116075286,1676204000,1.3158662,1.98,15,1.34,74.2,11.21794872,796790000,0.062,3940000000,5390000000,1,1,1,0,1,1,1,1,26.15889906,
UNM,Unum Group,Financials,47.87,12.3,11.51,1.8189007,58.73,43.55,11256432318,0,0.9984924,0.73,5.75,0.34,34.46,0,523400000,-0.4579,2970000000,8620000000,1,0,0,0,0,1,0,0,13.74960909,
VFC,V.F. Corp.,Consumer Discretionary,78.75,28.75,25.9,2.2865665,82.95,48.05,31797645904,1624441000,3.7110944,8.02,31.53,1.76,64.82,20.27944886,1260000000,0.2461,2120000000,4300000000,1,1,1,1,1,0,1,1,68.36413533,
VLO,Valero Energy,Energy,86.77,12.84,18.74,3.5618877,99.95,60.69,39312309113,5401000000,0.4211918,1.44,14.26,1.65,42.04,14.34042553,3340000000,-0.2031,8870000000,21670000000,1,0,0,0,1,1,1,1,24.64094154,
VAR,Varian Medical Systems,Health Care,112.82,43.61,29.93,0,130.29,77.73,10692681720,500600000,3.9652252,6.12,17.41,1.27,23.19,65.96590909,292200000,0.9581,0,1770000000,1,1,1,1,1,0,1,1,64.19782707,
VTR,Ventas Inc,Real Estate,50.92,50.43,12.21,5.965641,72.36,51.8,18865999082,1935931000,7.0740495,2.05,3.88,0,105.07,0,415990000,-0.6989,10330000000,10220000000,1,0,1,0,0,1,0,0,23.73154546,
VRSN,Verisign Inc.,Information Technology,105.62,39.63,29.5,0,118.28,81.17,10754983829,767864000,12.401829,0,0,1.39,0,7.102829778,582490000,0.125,1790000000,-1390000000,1,1,1,0,1,1,1,1,0,
VRSK,Verisk Analytics,Industrials,92.28,41.27,28.84,0,100.54,75.6,15594677147,1011200000,9.935474,8.63,29.96,0.49,131.52,8.712413329,598700000,0.0812,2049999999,2069999999,1,1,1,1,1,0,0,1,74.83319451,
VZ,Verizon Communications,Telecommunication Services,49.04,16.27,13.08,4.626544,54.77,42.8,2.08E+11,45745000000,1.6452544,4.37,32.27,0.86,212.74,9.81573499,16040000000,-0.4898,1.06E+11,53150000000,1,0,1,1,0,1,0,1,35.86211093,
VRTX,Vertex Pharmaceuticals Inc,Health Care,151.6,27.6,252.67,0,174.955,84.39,39369386348,97562000,16.185404,9.53,64.87,3.43,13.33,-21.61899179,-2089999999,6.7736,581550000,4440000000,1,1,1,1,0,0,1,0,232.7633235,
V,Visa Inc.,Information Technology,113.86,35.53,32.72,0.70204765,126.88,84.88,2.70E+11,13086000000,14.433654,12.71,33.92,1.56,57.25,30.13133208,11650000000,0.1995,16730000000,34680000000,1,1,1,1,1,0,1,1,96.73211463,
VNO,Vornado Realty Trust,Real Estate,66.18,32.62,16.22,3.744428,111.72,66.0101,12778779911,0,7.1491003,3.31,10.21,0,287.7,0,421920000,1.4615,6970000000,4470000000,1,1,1,0,0,1,0,0,34.75607141,
VMC,Vulcan Materials,Materials,121.47,37.26,40.9,0.7797879,141.2,108.95,16964162228,970976000,5.7576876,2.5,10.18,1.79,55.98,8.140217072,517840000,-0.1412,2780000000,5200000000,1,0,1,0,0,1,1,1,47.96483087,
WMT,Wal-Mart Stores,Consumer Staples,100.02,53,23.1,1.983471,109.98,66.89,3.05E+11,30721000000,0.82099426,3.8,8.87,0.8,80.05,14.1,7180000000,-0.307,50200000000,72500000000,1,0,1,0,0,1,0,1,44.44153463,
WBA,Walgreens Boots Alliance,Consumer Staples,68.22,13.6,13.38,2.2368238,88,63.82,70862541911,7083000000,0.5904388,1.95,16.08,0.73,76.25,10.18465909,3960000000,-0.1476,12130000000,23510000000,1,0,0,1,1,1,0,1,24.22906313,
WM,Waste Management Inc.,Industrials,79.12,25.08,25.36,2.0800195,89.73,69.55,35488486675,3896000000,3.2787669,6.01,31.32,0.85,159.78,11.87327824,1920000000,0.0113,9590000000,6280000000,1,1,1,1,1,0,0,1,58.56027664,
WAT,Waters Corporation,Health Care,191.79,29.58,26.64,0,220.2,145.94,16064078572,773932000,6.9824114,8.8,31.24,5.93,73.27,17.56887336,593790000,29.2922,1150000000,1570000000,1,1,1,1,1,0,1,1,72.62726761,
WEC,Wec Energy Group Inc,Utilities,59.5,26.67,19.57,3.691948,70.09,56.63,18890296993,2736500000,2.4834197,2.23,10.98,0.67,120.54,5.08171032,1060000000,-0.1181,9990000000,9820000000,1,0,1,0,0,1,0,1,31.33567855,
WFC,Wells Fargo,Financials,55.4,12.7,13.58,2.7111576,66.31,49.27,2.81E+11,0,2.8728192,1.22,11.11,0.28,193.6,0,22880000000,0.0411,1.83E+11,1.96E+11,1,1,0,0,0,1,0,0,19.30727842,
HCN,Welltower Inc.,Real Estate,54.67,0,12.74,6.1538463,78.17,55.29,20943679019,1908253000,6.725218,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,
WDC,Western Digital,Information Technology,80.09,-19.01,10.19,2.389201,95.77,71.38,24760297793,5169000000,1.245503,1.41,-7.01,2.22,105.57,4.413646053,-754000000,-2.1375,10250000000,9970000000,1,0,0,0,0,1,1,1,17.97992631,
WU,Western Union Co,Information Technology,18.81,14.33,10.17,3.5915854,22.21,18.39,8951609207,694600000,2.22677,0,0,0,0,0,-851900000,2.5837,2930000000,-309800000,1,1,1,0,0,1,0,0,0,
WRK,WestRock Company,Materials,60.93,12.38,23.26,2.6699784,71.55,49.23,16433340688,2262300000,1.075785,0.81,7.46,1.45,86.23,6.886158127,867800000,-0.5492,9500000000,11670000000,1,0,0,0,0,1,1,1,20.58915977,
WY,Weyerhaeuser Corp.,Real Estate,33.6,29.81,34.29,3.7079954,37.89,30.9504,26070297960,1365000000,3.6396794,1.8,8.34,0,73.47,0,748000000,0.2857,5420000000,9050000000,1,1,1,0,0,1,0,0,37.2658691,
WHR,Whirlpool Corp.,Consumer Discretionary,164.95,-54.19,11.77,2.5652986,202.99,158.8,12177920000,1842000000,0.58064795,2.99,-5.64,0.82,263.07,9.476439791,-159000000,-1.5697,4050000000,2290000000,1,0,0,0,0,1,0,1,28.13941631,
WMB,Williams Cos.,Energy,28.56,-139.94,48.41,4,33.67,26.8188,24802396470,3955000000,4.2982845,1.82,-1.27,0.81,153.26,3.423423423,-193000000,-1.0608,22370000000,14660000000,1,0,0,0,0,1,0,1,44.52403284,
WLTW,Willis Towers Watson,Financials,152.36,37.11,18.67,1.347058,165,120.869,20780269334,1440000000,3.4484663,1.99,6.96,0,46.44,0,715000000,0.2602,4390000000,9850000000,1,1,1,0,0,1,0,0,28.91278696,
WYN,Wyndham Worldwide,Consumer Discretionary,113.56,7.49,18.77,1.9541779,127.96,80.11,11993835688,1232000000,2.7332082,0.91,8.74,1.67,8.4,44.24028269,7710000,4.3502,3770000,91070000,1,1,0,0,1,1,1,1,19.60397281,
WYNN,Wynn Resorts Ltd,Consumer Discretionary,169.28,22.74,31.7,1.1279043,203.63,92.67,18225400525,1501301000,2.478658,5.21,38.39,1.4,463.25,4.71389289,803080000,-0.2664,9410000000,-2029999999,1,0,1,1,0,0,1,1,60.95926919,
XEL,Xcel Energy Inc,Utilities,42.44,25.1,18.14,3.3914273,52.22,41.16,21559611927,3885828000,2.520456,2.07,10.65,0.69,141.11,5.740740741,1260000000,0.0929,15800000000,12220000000,1,1,1,0,0,1,0,1,29.06665615,
XRX,Xerox Corp.,Information Technology,29.8,22.95,8.87,3.207184,37.42,26.64,7938833340,1191000000,0.7877656,0.91,6.75,1.44,104.5,14.64285714,374000000,0.9607,4269999999,5220000000,1,1,1,0,0,1,1,1,13.47639603,
XLNX,Xilinx Inc,Information Technology,62.82,26.47,27.19,2.0904882,77.26,54.99,17064975551,845468000,7.101206,11.25,34.28,8.19,43.15,20.04538578,889750000,0.8936,1230000000,2860000000,1,1,1,1,1,0,1,1,82.96064579,
XL,XL Capital,Financials,41.26,-0.61,-19.93,2.0952382,47.27,33.77,10753423590,0,0.84394187,0,0,0.05,0,-1.32748538,-2130000,-0.0263,545199,-23360000,1,0,0,0,0,1,0,0,0,
XYL,Xylem Inc.,Industrials,70.24,24.86,30.94,1.1700794,76.81,46.86,12915021000,722000000,2.7262094,4.33,20.83,1.51,83.38,11.90243902,549000000,0.6576,2049999999,2770000000,1,1,1,1,1,1,1,1,54.90290976,
YUM,Yum! Brands Inc,Consumer Discretionary,76.3,21.06,27.25,1.7970798,86.93,62.85,27003303098,2289000000,6.3136363,0,0,0.93,0,3.931451613,1540000000,0.2406,9750000000,-7930000000,1,1,1,0,0,1,0,1,0,
ZBH,Zimmer Biomet Holdings,Health Care,115.53,-79.71,14.32,0.7948336,133.49,108.17,24454698119,2007400000,3.1648953,1.88,-3.3,1.83,79.3,8.082191781,-379300000,-1.2074,8410000000,11270000000,1,0,0,0,0,1,1,1,24.61170453,
ZION,Zions Bancorp,Financials,50.71,12.18,17.73,1.480933,55.61,38.43,10670678640,0,3.7945793,1.09,11.59,0.05,90.94,0,884000000,0.5896,724000000,7580000000,1,1,0,0,1,1,0,0,20.85253582,
ZTS,Zoetis,Health Care,71.51,41.5,32.8,0.68237203,80.13,52,35991109776,1734000000,9.280896,18.77,72.21,3.6,295.29,10.33018868,1420000000,0.6796,6440000000,2190000000,1,1,1,1,1,0,1,1,117.6956244,
